# bmoe_metrics v2
# engine=0.23.0
# model=Qwen3.6-35B-A3B-UD-Q4_K_S.gguf arch=qwen35moe n_layer=40 n_expert=256 n_expert_used=8 threads=6 n_ctx=4096 n_ubatch=0 chatml=1
# moe_stream=1 cache_mb=4000 cache_auto=1 cache_floor_mb=1536 cache_ceil_mb=4000 cache_cycle_mb=547 force_cache=0 load_all=0 io_threads=8 o_direct=1 overlap=1 io_two_wave=0 prefetch=0 route_ahead=0 predict_prefetch=0 predict_log=0 predict_spec_max=2 prefetch_sync=0 dense_weights=anon drop_cold_frac=0 drop_renorm=1 drop_prefill=0 substitute_lambda=0
# temp=0 top_k=40 top_p=0.95 seed=4294967295 compute_trace_layers=0 spec=off spec_draft_max=0 mtp_p_min=0 ngram_min_match=0
step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms,majflt,cpu_ms,dense_resident_frac,turn,majflt_mib,cache_budget_mib,rss_mib,rss_anon_mib,rss_file_mib,swap_mib,mem_available_mib,mem_free_mib,swap_free_mib,loop_overhead_ms,mtp_batch,mtp_draft_ms,drain_ms,adopt_ms,ra_issue_ms,ra_wd_ms
114,128,125.738,126.567,93.043,78397440,75.26,27.559,5.137,0,653.004,1.000,0,0.00,4000.0,19952.2,6828.2,13124.0,0.0,33231.4,11633.3,20479.5,0.380,1,0.000,0.005,0.000,0.000,0.000
115,128,142.437,151.043,102.059,94543872,75.32,32.710,7.668,0,756.569,1.000,0,0.00,4000.0,19951.6,6827.6,13124.0,0.0,33189.1,11591.0,20479.5,0.400,1,0.000,0.008,0.000,0.000,0.000
116,128,156.805,257.668,101.172,148267008,75.32,43.515,12.118,0,803.994,1.000,0,0.00,4000.0,19952.1,6828.1,13124.0,0.0,33245.2,11647.1,20479.5,0.375,1,0.000,0.016,0.000,0.000,0.000
117,128,158.041,300.345,96.243,175374336,75.27,48.448,13.351,0,809.056,1.000,0,0.00,4000.0,19952.1,6828.1,13124.0,0.0,33327.1,11729.0,20479.5,0.403,1,0.000,0.008,0.000,0.000,0.000
118,128,150.378,223.463,98.099,138006528,75.28,41.853,10.426,0,772.480,1.000,0,0.00,4000.0,19953.1,6829.1,13124.0,0.0,33328.3,11730.2,20479.5,0.400,1,0.000,0.307,0.000,0.000,0.000
119,128,127.088,122.703,94.648,78237696,75.37,27.260,5.180,0,661.178,1.000,0,0.00,4000.0,19953.1,6829.1,13124.0,0.0,33328.1,11729.9,20479.5,0.369,1,0.000,0.006,0.000,0.000,0.000
120,128,138.137,221.880,91.575,127856640,75.39,38.250,8.312,0,702.092,1.000,0,0.00,4000.0,19952.1,6828.1,13124.0,0.0,33340.2,11742.1,20479.5,0.378,1,0.000,0.006,0.000,0.000,0.000
121,128,129.453,153.189,92.557,97026048,75.45,29.807,7.089,0,674.814,1.000,0,0.00,4000.0,19952.7,6828.7,13124.0,0.0,33365.2,11767.1,20479.5,0.386,1,0.000,0.004,0.000,0.000,0.000
122,128,152.146,267.858,93.325,156905472,75.43,48.939,9.882,0,753.090,1.000,0,0.00,4000.0,19951.8,6827.8,13124.0,0.0,33355.6,11757.4,20479.5,0.365,1,0.000,0.006,0.000,0.000,0.000
123,128,143.395,235.836,92.116,137416704,75.43,42.146,9.132,0,716.491,1.000,0,0.00,4000.0,19952.0,6828.0,13124.0,0.0,33392.3,11794.1,20479.5,0.385,1,0.000,0.006,0.000,0.000,0.000
124,128,141.905,223.583,91.619,129368064,75.45,41.508,8.777,0,703.979,1.000,0,0.00,4000.0,19953.1,6829.1,13124.0,0.0,33363.0,11764.9,20479.5,0.368,1,0.000,0.006,0.000,0.000,0.000
125,128,131.994,186.461,92.191,107175936,75.49,33.043,6.761,0,678.916,1.000,0,0.00,4000.0,19952.2,6828.2,13124.0,0.0,33335.1,11737.0,20479.5,0.362,1,0.000,0.005,0.000,0.000,0.000
126,128,119.883,88.688,92.076,60579840,75.60,23.604,4.204,0,626.527,1.000,0,0.00,4000.0,19952.2,6828.2,13124.0,0.0,33307.5,11709.4,20479.5,0.362,1,0.000,0.006,0.000,0.000,0.000
127,128,126.441,131.372,92.228,83312640,75.67,28.213,6.000,0,652.384,1.000,0,0.00,4000.0,19951.7,6827.7,13124.0,0.0,33261.2,11663.1,20479.5,0.369,1,0.000,0.005,0.000,0.000,0.000
128,128,174.371,451.781,92.721,244752384,75.54,66.457,15.193,0,846.768,1.000,0,0.00,4000.0,19953.5,6829.5,13124.0,0.0,33270.0,11671.8,20479.5,0.366,1,0.000,0.006,0.000,0.000,0.000
# summary tokens=128 s/tok=0.135 tok/s=7.408 read_MiB=13476.2 io_s=23.73 compute_s/tok=0.093 io_s/tok=0.185 cache_hit_pct=75.5 n_prompt=23 load_s=8.232 prefill_s=1.955 prefill_tps=11.76 stall_s/tok=0.035 mgmt_s/tok=0.007 cache_resident_MiB=3999.9 cache_budget_MiB=4000.0 cache_resizes=0 spec_read_MiB=0.0 spec_experts=0 spec_useful=0 majflt/tok=0.00 cpu_s/tok=0.6927 token_demand_MiB=546.2 layer_demand_MiB=15.6 experts_routed=0 experts_dropped=0 experts_reranked=0 experts_substituted=0 loop_overhead_s/tok=0.0004 mtp_drafted=0 mtp_accepted=0 mtp_decodes=128 mtp_draft_s/tok=0.0000 drafted_steps=0 ra_committed=0 ra_passthrough=0 ra_agree_pct=0.0 ra_gemv_ms/tok=0.00 ra_issue_ms/tok=0.00 ra_wd_ms/tok=0.00 drain_s/tok=0.000 adopt_s/tok=0.000 evictions=8389 rereads=5281 prefill_cpu_s=9.741 prefill_read_mib=4981.2 prefill_io_s=8.010 prefill_stall_s=1.296 prefill_mgmt_s=0.061 row_table_MiB=0.0 row_resident_MiB=0.0 row_rows=0 row_reads=0 row_read_MiB=0.0 row_evictions=0 row_io_errors=0
