# bmoe_metrics v2
# engine=0.23.0
# model=Qwen3.6-35B-A3B-UD-Q4_K_S.gguf arch=qwen35moe n_layer=40 n_expert=256 n_expert_used=8 threads=6 n_ctx=4096 n_ubatch=0 chatml=1
# moe_stream=1 cache_mb=4000 cache_auto=1 cache_floor_mb=1536 cache_ceil_mb=4000 cache_cycle_mb=547 force_cache=0 load_all=0 io_threads=8 o_direct=1 overlap=1 io_two_wave=0 prefetch=0 route_ahead=0 predict_prefetch=0 predict_log=0 predict_spec_max=2 prefetch_sync=0 dense_weights=anon drop_cold_frac=0 drop_renorm=1 drop_prefill=0 substitute_lambda=0
# temp=0 top_k=40 top_p=0.95 seed=4294967295 compute_trace_layers=0 spec=off spec_draft_max=0 mtp_p_min=0 ngram_min_match=0
step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms,majflt,cpu_ms,dense_resident_frac,turn,majflt_mib,cache_budget_mib,rss_mib,rss_anon_mib,rss_file_mib,swap_mib,mem_available_mib,mem_free_mib,swap_free_mib,loop_overhead_ms,mtp_batch,mtp_draft_ms,drain_ms,adopt_ms,ra_issue_ms,ra_wd_ms
27,128,127.711,143.628,92.061,88657920,60.29,29.210,6.441,0,665.324,1.000,0,0.00,4000.0,19955.1,6828.3,13126.9,0.0,33034.3,11433.4,20479.5,0.359,1,0.000,0.005,0.000,0.000,0.000
28,128,124.060,92.088,93.641,64684032,61.06,25.123,5.296,0,648.224,1.000,0,0.00,4000.0,19956.0,6829.1,13126.9,0.0,33028.1,11427.1,20479.5,0.373,1,0.000,0.006,0.000,0.000,0.000
29,128,109.938,59.375,91.382,38768640,61.91,15.472,3.085,0,595.664,1.000,0,0.00,4000.0,19954.8,6828.4,13126.4,0.0,33040.3,11439.8,20479.5,0.363,1,0.000,0.004,0.000,0.000,0.000
30,128,109.926,44.219,90.520,37957632,62.72,16.346,3.061,0,593.653,1.000,0,0.00,4000.0,19955.2,6828.8,13126.4,0.0,33039.5,11439.1,20479.5,0.364,1,0.000,0.005,0.000,0.000,0.000
31,128,139.677,189.006,95.473,110039040,63.17,36.304,7.900,0,711.892,1.000,0,0.00,4000.0,19954.7,6828.4,13126.4,0.0,33005.7,11405.3,20479.5,0.354,1,0.000,0.006,0.000,0.000,0.000
32,128,120.605,101.915,92.149,66465792,63.79,24.081,4.375,0,635.855,1.000,0,0.00,4000.0,19954.7,6828.3,13126.4,0.0,32973.5,11373.1,20479.5,0.376,1,0.000,0.004,0.000,0.000,0.000
33,128,120.564,94.670,93.623,62631936,64.39,22.475,4.466,0,642.695,1.000,0,0.00,4000.0,19955.0,6828.6,13126.4,0.0,32967.8,11367.4,20479.5,0.370,1,0.000,0.007,0.000,0.000,0.000
34,128,120.658,100.093,92.049,64684032,64.96,23.979,4.629,0,634.778,1.000,0,0.00,4000.0,19954.9,6828.5,13126.4,0.0,32986.7,11386.3,20479.5,0.377,1,0.000,0.005,0.000,0.000,0.000
35,128,180.340,485.460,92.578,265973760,64.71,70.408,17.354,0,872.232,1.000,0,0.00,4000.0,19954.1,6828.2,13125.9,0.0,32959.5,11359.6,20479.5,0.355,1,0.000,0.007,0.000,0.000,0.000
36,128,167.248,348.269,96.748,199127040,64.72,56.386,14.114,0,833.269,1.000,0,0.00,4000.0,19953.5,6828.1,13125.4,0.0,32932.0,11332.6,20479.5,0.408,1,0.000,0.007,0.000,0.000,0.000
37,128,125.336,115.792,94.362,74833920,65.20,26.041,4.933,0,660.901,1.000,0,0.00,4000.0,19954.5,6829.1,13125.4,0.0,32905.7,11306.3,20479.5,0.349,1,0.000,0.006,0.000,0.000,0.000
38,128,113.786,58.162,91.701,43302912,65.78,18.540,3.545,0,614.035,1.000,0,0.00,4000.0,19954.5,6829.1,13125.4,0.0,32893.5,11294.1,20479.5,0.363,1,0.000,0.005,0.000,0.000,0.000
39,128,134.252,192.184,91.412,111550464,66.09,35.977,6.863,0,687.270,1.000,0,0.00,4000.0,19953.4,6828.0,13125.4,0.0,32870.9,11271.4,20479.5,0.379,1,0.000,0.004,0.000,0.000,0.000
40,128,113.865,65.605,91.235,48648192,66.61,18.916,3.715,0,612.223,1.000,0,0.00,4000.0,19954.0,6828.6,13125.4,0.0,32899.5,11300.0,20479.5,0.380,1,0.000,0.005,0.000,0.000,0.000
41,128,113.704,57.119,92.582,44814336,67.12,16.825,4.297,0,620.190,1.000,0,0.00,4000.0,19953.8,6828.4,13125.4,0.0,32931.9,11332.4,20479.5,0.363,1,0.000,0.006,0.000,0.000,0.000
42,128,116.669,56.239,97.304,43032576,67.62,15.297,4.069,0,648.254,1.000,0,0.00,4000.0,19953.8,6828.4,13125.4,0.0,32955.1,11355.6,20479.5,0.361,1,0.000,0.006,0.000,0.000,0.000
43,128,121.063,78.692,95.326,57286656,68.05,21.391,4.346,0,649.565,1.000,0,0.00,4000.0,19954.4,6829.0,13125.4,0.0,32975.9,11376.4,20479.5,0.403,1,0.000,0.007,0.000,0.000,0.000
44,128,121.565,102.795,93.744,64143360,68.44,22.843,4.977,0,643.420,1.000,0,0.00,4000.0,19954.4,6829.0,13125.4,0.0,32973.2,11373.7,20479.5,0.373,1,0.000,0.005,0.000,0.000,0.000
45,128,123.601,120.745,92.017,76996608,68.78,26.247,5.337,0,645.247,1.000,0,0.00,4000.0,19953.2,6827.9,13125.4,0.0,32986.3,11386.8,20479.5,0.383,1,0.000,0.004,0.000,0.000,0.000
46,128,125.781,98.733,95.713,67276800,69.14,25.358,4.710,0,659.887,1.000,0,0.00,4000.0,19954.1,6828.7,13125.4,0.0,32997.0,11397.5,20479.5,0.367,1,0.000,0.006,0.000,0.000,0.000
47,128,122.339,108.649,91.198,71540736,69.47,25.853,5.288,0,638.127,1.000,0,0.00,4000.0,19954.0,6828.7,13125.4,0.0,32962.1,11362.6,20479.5,0.377,1,0.000,0.005,0.000,0.000,0.000
48,128,154.548,322.542,91.569,181960704,69.45,51.667,11.311,0,760.552,1.000,0,0.00,4000.0,19954.2,6828.8,13125.4,0.0,32947.2,11347.7,20479.5,0.369,1,0.000,0.005,0.000,0.000,0.000
49,128,129.892,146.752,90.521,93732864,69.70,33.415,5.956,0,654.646,1.000,0,0.00,4000.0,19953.9,6828.6,13125.4,0.0,32931.2,11331.7,20479.5,0.363,1,0.000,0.005,0.000,0.000,0.000
50,128,119.610,114.711,92.489,72081408,70.00,22.337,4.784,0,640.387,1.000,0,0.00,4000.0,19953.3,6827.9,13125.4,0.0,32921.6,11322.1,20479.5,0.382,1,0.000,0.005,0.000,0.000,0.000
51,128,112.317,65.747,88.964,48918528,70.36,19.300,4.052,0,597.506,1.000,0,0.00,4000.0,19954.6,6829.2,13125.4,0.0,32931.8,11332.3,20479.5,0.370,1,0.000,0.007,0.000,0.000,0.000
52,128,119.984,101.630,92.655,62631936,70.67,21.925,5.405,0,646.713,1.000,0,0.00,4000.0,19954.4,6829.1,13125.4,0.0,32976.6,11377.1,20479.5,0.358,1,0.000,0.006,0.000,0.000,0.000
53,128,164.421,391.712,91.496,212680704,70.54,58.902,14.024,0,809.645,1.000,0,0.00,4000.0,19952.7,6827.4,13125.4,0.0,33064.4,11464.9,20479.5,0.363,1,0.000,0.005,0.000,0.000,0.000
54,128,150.617,258.656,92.416,153452544,70.60,47.833,10.368,0,743.221,1.000,0,0.00,4000.0,19954.3,6829.0,13125.4,0.0,33094.5,11495.0,20479.5,0.378,1,0.000,0.006,0.000,0.000,0.000
55,128,125.430,119.399,93.622,78778368,70.85,26.442,5.365,0,660.578,1.000,0,0.00,4000.0,19954.3,6829.0,13125.4,0.0,33107.3,11507.8,20479.5,0.364,1,0.000,0.007,0.000,0.000,0.000
56,128,130.466,157.743,91.327,98648064,71.03,33.027,6.113,0,667.715,1.000,0,0.00,4000.0,19953.7,6828.4,13125.4,0.0,33081.6,11482.1,20479.5,0.364,1,0.000,0.005,0.000,0.000,0.000
57,128,126.101,143.402,91.304,89088000,71.24,28.718,6.079,0,657.932,1.000,0,0.00,4000.0,19953.9,6828.5,13125.4,0.0,33055.6,11456.1,20479.5,0.364,1,0.000,0.005,0.000,0.000,0.000
58,128,131.560,150.351,92.851,94703616,71.42,32.376,6.334,0,666.065,1.000,0,0.00,4000.0,19954.0,6828.7,13125.4,0.0,33069.9,11470.4,20479.5,0.380,1,0.000,0.006,0.000,0.000,0.000
59,128,123.611,114.976,91.363,74833920,71.65,27.166,5.082,0,638.254,1.000,0,0.00,4000.0,19953.0,6827.6,13125.4,0.0,33091.2,11491.6,20479.5,0.370,1,0.000,0.005,0.000,0.000,0.000
60,128,121.138,120.686,90.793,73863168,71.87,24.864,5.481,0,638.187,1.000,0,0.00,4000.0,19954.4,6829.0,13125.4,0.0,33090.7,11491.2,20479.5,0.379,1,0.000,0.005,0.000,0.000,0.000
61,128,114.182,82.350,91.673,51671040,72.14,18.616,3.893,0,616.735,1.000,0,0.00,4000.0,19954.0,6828.7,13125.4,0.0,33129.1,11529.6,20479.5,0.359,1,0.000,0.005,0.000,0.000,0.000
62,128,114.761,73.434,90.512,54534144,72.40,20.506,3.743,0,607.060,1.000,0,0.00,4000.0,19954.5,6829.1,13125.4,0.0,33128.9,11529.3,20479.5,0.366,1,0.000,0.005,0.000,0.000,0.000
63,128,116.227,85.892,92.664,55775232,72.65,19.256,4.307,0,626.958,1.000,0,0.00,4000.0,19954.5,6829.5,13125.0,0.0,33118.8,11519.7,20479.5,0.368,1,0.000,0.005,0.000,0.000,0.000
64,128,123.291,113.962,90.880,76185600,72.85,27.389,5.022,0,641.257,1.000,0,0.00,4000.0,19952.9,6827.9,13125.0,0.0,33092.2,11493.2,20479.5,0.359,1,0.000,0.006,0.000,0.000,0.000
65,128,127.693,144.956,92.083,88117248,73.01,29.860,5.750,0,661.870,1.000,0,0.00,4000.0,19952.7,6827.8,13125.0,0.0,33082.7,11483.6,20479.5,0.369,1,0.000,0.005,0.000,0.000,0.000
66,128,118.967,101.536,90.772,65495040,73.22,22.234,5.961,0,635.011,1.000,0,0.00,4000.0,19953.7,6828.7,13125.0,0.0,33127.3,11528.2,20479.5,0.358,1,0.000,0.006,0.000,0.000,0.000
67,128,121.852,110.023,93.466,67977216,73.41,22.780,5.606,0,651.689,1.000,0,0.00,4000.0,19954.1,6829.1,13125.0,0.0,33147.4,11548.4,20479.5,0.359,1,0.000,0.004,0.000,0.000,0.000
68,128,124.045,116.768,92.810,76615680,73.58,25.696,5.540,0,654.604,1.000,0,0.00,4000.0,19953.3,6828.3,13125.0,0.0,33165.2,11566.2,20479.5,0.365,1,0.000,0.004,0.000,0.000,0.000
69,128,122.517,115.669,91.893,75374592,73.75,25.694,4.930,0,642.667,1.000,0,0.00,4000.0,19953.6,6828.6,13125.0,0.0,33149.4,11550.4,20479.5,0.380,1,0.000,0.005,0.000,0.000,0.000
70,128,112.565,69.726,92.289,46866432,73.98,16.571,3.705,0,613.688,1.000,0,0.00,4000.0,19954.0,6829.0,13125.0,0.0,33149.4,11550.4,20479.5,0.379,1,0.000,0.005,0.000,0.000,0.000
71,128,132.373,159.853,90.522,100589568,74.09,35.502,6.349,0,663.213,1.000,0,0.00,4000.0,19953.3,6828.3,13125.0,0.0,33128.3,11529.3,20479.5,0.378,1,0.000,0.006,0.000,0.000,0.000
72,128,127.660,143.422,93.109,85524480,74.22,29.011,5.541,0,661.229,1.000,0,0.00,4000.0,19953.2,6828.2,13125.0,0.0,33114.5,11515.4,20479.5,0.374,1,0.000,0.005,0.000,0.000,0.000
73,128,126.046,109.635,92.223,74133504,74.38,28.231,5.592,0,649.011,1.000,0,0.00,4000.0,19953.7,6828.7,13125.0,0.0,33098.7,11499.7,20479.5,0.372,1,0.000,0.006,0.000,0.000,0.000
74,128,125.625,132.853,90.412,84934656,74.52,29.515,5.697,0,647.942,1.000,0,0.00,4000.0,19953.1,6828.1,13125.0,0.0,33097.2,11498.1,20479.5,0.374,1,0.000,0.005,0.000,0.000,0.000
75,128,119.436,102.590,91.890,66195456,74.68,23.131,4.415,0,633.275,1.000,0,0.00,4000.0,19952.3,6827.9,13124.5,0.0,33120.9,11522.4,20479.5,0.369,1,0.000,0.004,0.000,0.000,0.000
76,128,129.360,141.064,92.723,88117248,74.80,30.080,6.557,0,663.928,1.000,0,0.00,4000.0,19952.8,6828.3,13124.5,0.0,33137.6,11539.0,20479.5,0.361,1,0.000,0.007,0.000,0.000,0.000
77,128,126.443,116.380,94.338,70840320,74.95,26.171,5.934,0,662.871,1.000,0,0.00,4000.0,19953.6,6829.1,13124.5,0.0,33163.7,11565.2,20479.5,0.369,1,0.000,0.006,0.000,0.000,0.000
78,128,193.559,561.675,95.265,312299520,74.62,79.390,18.905,0,949.628,1.000,0,0.00,4000.0,19953.0,6828.5,13124.5,0.0,33095.9,11497.3,20479.5,0.364,1,0.000,0.007,0.000,0.000,0.000
79,128,179.880,469.895,94.420,261758976,74.39,68.148,17.312,0,888.198,1.000,0,0.00,4000.0,19952.9,6828.4,13124.5,0.0,33128.3,11529.8,20479.5,0.374,1,0.000,0.005,0.000,0.000,0.000
80,128,154.131,306.254,93.251,168566784,74.35,50.433,10.447,0,765.512,1.000,0,0.00,4000.0,19953.3,6828.8,13124.5,0.0,33129.0,11530.5,20479.5,0.354,1,0.000,0.006,0.000,0.000,0.000
81,128,150.189,253.292,94.493,146644992,74.35,46.486,9.210,0,742.751,1.000,0,0.00,4000.0,19953.4,6828.9,13124.5,0.0,33128.6,11530.1,20479.5,0.361,1,0.000,0.006,0.000,0.000,0.000
82,128,138.979,187.012,98.893,110960640,74.42,32.592,7.494,0,729.543,1.000,0,0.00,4000.0,19953.8,6829.3,13124.5,0.0,33133.3,11534.8,20479.5,0.380,1,0.000,0.007,0.000,0.000,0.000
83,128,154.031,308.440,94.734,168677376,74.38,48.368,10.930,0,772.272,1.000,0,0.00,4000.0,19953.4,6829.0,13124.5,0.0,33115.0,11516.4,20479.5,0.373,1,0.000,0.006,0.000,0.000,0.000
84,128,137.631,186.250,94.269,109608960,74.46,36.315,7.046,0,702.798,1.000,0,0.00,4000.0,19952.4,6827.9,13124.5,0.0,33109.6,11511.0,20479.5,0.364,1,0.000,0.005,0.000,0.000,0.000
85,128,141.279,226.794,92.448,131530752,74.49,39.986,8.844,0,720.089,1.000,0,0.00,4000.0,19953.4,6828.9,13124.5,0.0,33169.6,11571.1,20479.5,0.363,1,0.000,0.005,0.000,0.000,0.000
86,128,145.693,238.683,92.215,137576448,74.51,44.440,9.038,0,722.444,1.000,0,0.00,4000.0,19952.5,6828.0,13124.5,0.0,33144.3,11545.7,20479.5,0.377,1,0.000,0.006,0.000,0.000,0.000
87,128,129.417,161.038,92.921,93192192,74.60,30.155,6.341,0,675.126,1.000,0,0.00,4000.0,19952.8,6828.3,13124.5,0.0,33137.4,11538.8,20479.5,0.363,1,0.000,0.006,0.000,0.000,0.000
88,128,147.221,245.002,91.536,143892480,74.61,46.265,9.420,0,722.096,1.000,0,0.00,4000.0,19953.0,6828.5,13124.5,0.0,33174.6,11576.0,20479.5,0.381,1,0.000,0.005,0.000,0.000,0.000
89,128,125.184,128.890,89.189,82771968,74.72,29.882,6.113,0,643.577,1.000,0,0.00,4000.0,19953.3,6828.8,13124.5,0.0,33205.7,11607.1,20479.5,0.371,1,0.000,0.006,0.000,0.000,0.000
90,128,121.490,116.247,91.604,75104256,74.84,24.848,5.038,0,639.877,1.000,0,0.00,4000.0,19953.2,6828.7,13124.5,0.0,33195.7,11597.1,20479.5,0.364,1,0.000,0.005,0.000,0.000,0.000
91,128,159.530,332.864,92.727,186765312,74.77,55.127,11.677,0,780.545,1.000,0,0.00,4000.0,19952.4,6827.9,13124.5,0.0,33169.6,11571.0,20479.5,0.361,1,0.000,0.005,0.000,0.000,0.000
92,128,132.305,181.326,91.008,109879296,74.84,34.122,7.175,0,678.297,1.000,0,0.00,4000.0,19952.9,6828.4,13124.5,0.0,33153.6,11555.0,20479.5,0.366,1,0.000,0.004,0.000,0.000,0.000
93,128,145.682,248.665,90.926,143351808,74.84,45.963,8.793,0,714.625,1.000,0,0.00,4000.0,19952.5,6828.0,13124.5,0.0,33163.4,11564.8,20479.5,0.355,1,0.000,0.006,0.000,0.000,0.000
94,128,135.193,193.987,92.447,115113984,74.89,35.095,7.651,0,695.773,1.000,0,0.00,4000.0,19953.4,6828.9,13124.5,0.0,33202.2,11603.6,20479.5,0.356,1,0.000,0.005,0.000,0.000,0.000
95,128,139.029,198.108,92.659,119758848,74.93,38.206,8.163,0,706.429,1.000,0,0.00,4000.0,19952.9,6828.4,13124.5,0.0,33204.9,11606.3,20479.5,0.361,1,0.000,0.006,0.000,0.000,0.000
96,128,157.757,353.155,90.119,195133440,74.85,55.188,12.450,0,770.265,1.000,0,0.00,4000.0,19952.5,6828.0,13124.5,0.0,33263.8,11665.3,20479.5,0.365,1,0.000,0.006,0.000,0.000,0.000
97,128,146.059,214.757,93.092,133742592,74.87,44.272,8.694,0,743.492,1.000,0,0.00,4000.0,19952.9,6828.4,13124.5,0.0,33283.5,11685.0,20479.5,0.365,1,0.000,0.005,0.000,0.000,0.000
98,128,113.940,75.347,92.742,48377856,75.02,17.838,3.360,0,618.163,1.000,0,0.00,4000.0,19953.0,6828.5,13124.5,0.0,33287.8,11689.2,20479.5,0.377,1,0.000,0.004,0.000,0.000,0.000
99,128,112.780,57.049,94.329,39469056,75.19,14.919,3.533,0,623.426,1.000,0,0.00,4000.0,19952.4,6827.9,13124.5,0.0,33292.4,11693.8,20479.5,0.380,1,0.000,0.005,0.000,0.000,0.000
100,128,128.421,166.351,91.641,97996800,75.26,30.752,6.028,0,672.406,1.000,0,0.00,4000.0,19953.8,6829.3,13124.5,0.0,33269.2,11670.6,20479.5,0.377,1,0.000,0.005,0.000,0.000,0.000
101,128,119.497,105.513,91.564,67006464,75.38,23.287,4.646,0,635.789,1.000,0,0.00,4000.0,19952.9,6828.4,13124.5,0.0,33261.4,11662.8,20479.5,0.374,1,0.000,0.005,0.000,0.000,0.000
102,128,125.938,146.059,90.629,89088000,75.46,29.212,6.097,0,652.745,1.000,0,0.00,4000.0,19952.6,6828.1,13124.5,0.0,33253.5,11654.9,20479.5,0.364,1,0.000,0.005,0.000,0.000,0.000
103,128,134.926,149.168,93.138,93732864,75.54,35.565,6.224,0,674.621,1.000,0,0.00,4000.0,19953.1,6828.6,13124.5,0.0,33277.6,11679.0,20479.5,0.378,1,0.000,0.005,0.000,0.000,0.000
104,128,159.125,350.498,90.985,196214784,75.45,55.581,12.559,0,777.288,1.000,0,0.00,4000.0,19953.4,6828.9,13124.5,0.0,33310.7,11712.1,20479.5,0.367,1,0.000,0.005,0.000,0.000,0.000
105,128,185.734,541.103,90.057,297074688,75.22,77.847,17.830,0,887.795,1.000,0,0.00,4000.0,19953.8,6829.3,13124.5,0.0,33356.5,11757.9,20479.5,0.360,1,0.000,0.005,0.000,0.000,0.000
106,128,152.855,302.653,94.294,166354944,75.19,47.535,11.026,0,767.823,1.000,0,0.00,4000.0,19953.5,6829.0,13124.5,0.0,33389.9,11791.3,20479.5,0.359,1,0.000,0.006,0.000,0.000,0.000
107,128,157.973,323.808,92.016,186494976,75.12,54.379,11.579,0,780.430,1.000,0,0.00,4000.0,19953.2,6828.7,13124.5,0.0,33392.5,11793.9,20479.5,0.368,1,0.000,0.005,0.000,0.000,0.000
108,128,141.264,251.235,91.257,139788288,75.13,40.288,9.718,0,716.302,1.000,0,0.00,4000.0,19953.5,6829.0,13124.5,0.0,33420.8,11822.2,20479.5,0.385,1,0.000,0.006,0.000,0.000,0.000
109,128,175.856,472.084,90.499,259657728,74.96,70.270,15.087,0,846.462,1.000,0,0.00,4000.0,19953.9,6829.4,13124.5,0.0,33338.4,11739.8,20479.5,0.370,1,0.000,0.005,0.000,0.000,0.000
110,128,135.321,148.296,94.260,96055296,75.03,34.422,6.638,0,685.420,1.000,0,0.00,4000.0,19952.5,6828.5,13124.0,0.0,33331.1,11733.0,20479.5,0.383,1,0.000,0.006,0.000,0.000,0.000
111,128,137.186,203.728,91.392,117436416,75.07,37.494,8.300,0,698.090,1.000,0,0.00,4000.0,19951.8,6827.8,13124.0,0.0,33295.1,11697.0,20479.5,0.353,1,0.000,0.005,0.000,0.000,0.000
112,128,137.669,211.154,92.018,123211776,75.10,37.885,7.766,0,701.688,1.000,0,0.00,4000.0,19952.0,6828.0,13124.0,0.0,33277.2,11679.1,20479.5,0.372,1,0.000,0.005,0.000,0.000,0.000
113,128,127.924,159.717,92.042,95244288,75.17,29.694,6.189,0,665.117,1.000,0,0.00,4000.0,19952.1,6828.1,13124.0,0.0,33248.1,11650.0,20479.5,0.365,1,0.000,0.005,0.000,0.000,0.000
