# bmoe_metrics v2
# engine=0.23.0
# model=Qwen3.6-35B-A3B-UD-Q4_K_S.gguf arch=qwen35moe n_layer=40 n_expert=256 n_expert_used=8 threads=6 n_ctx=4096 n_ubatch=0 chatml=1
# moe_stream=1 cache_mb=2000 cache_auto=1 cache_floor_mb=1536 cache_ceil_mb=2000 cache_cycle_mb=547 force_cache=0 load_all=0 io_threads=4 o_direct=1 overlap=1 io_two_wave=0 prefetch=0 route_ahead=0 predict_prefetch=0 predict_log=0 predict_spec_max=2 prefetch_sync=0 dense_weights=anon drop_cold_frac=0 drop_renorm=1 drop_prefill=0 substitute_lambda=0
# temp=0 top_k=40 top_p=0.95 seed=4294967295 compute_trace_layers=0 spec=off spec_draft_max=0 mtp_p_min=0 ngram_min_match=0
step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms,majflt,cpu_ms,dense_resident_frac,turn,majflt_mib,cache_budget_mib,rss_mib,rss_anon_mib,rss_file_mib,swap_mib,mem_available_mib,mem_free_mib,swap_free_mib,loop_overhead_ms,mtp_batch,mtp_draft_ms,drain_ms,adopt_ms,ra_issue_ms,ra_wd_ms
23,128,129.055,100.704,89.298,93573120,48.73,33.491,6.266,0,652.021,1.000,0,0.00,2000.0,14383.3,4825.2,9558.0,0.0,34724.7,16696.3,20479.5,0.355,1,0.000,0.005,0.000,0.000,0.000
24,128,182.229,246.607,89.733,233091072,49.06,77.865,14.631,0,825.379,1.000,0,0.00,2000.0,14382.7,4824.6,9558.0,0.0,34791.5,16763.0,20479.5,0.359,1,0.000,0.005,0.000,0.000,0.000
25,128,166.570,206.194,90.009,191029248,49.59,65.158,11.403,0,765.714,1.000,0,0.00,2000.0,14381.4,4825.3,9556.0,0.0,34707.7,16681.3,20479.5,0.358,1,0.000,0.006,0.000,0.000,0.000
26,128,177.731,232.213,89.386,225693696,49.91,74.208,14.136,0,818.232,1.000,0,0.00,2000.0,14381.9,4825.9,9556.0,0.0,34754.9,16728.5,20479.5,0.373,1,0.000,0.005,0.000,0.000,0.000
27,128,164.795,195.721,91.308,184713216,50.42,61.602,11.886,0,773.349,1.000,0,0.00,2000.0,14380.8,4824.8,9556.0,0.0,34843.5,16817.0,20479.5,0.377,1,0.000,0.005,0.000,0.000,0.000
28,128,193.738,274.392,89.201,260898816,50.54,89.178,15.359,0,857.614,1.000,0,0.00,2000.0,14381.3,4825.2,9556.0,0.0,34782.2,16755.8,20479.5,0.372,1,0.000,0.005,0.000,0.000,0.000
29,128,133.872,106.991,91.461,96866304,51.40,36.334,6.076,0,667.304,1.000,0,0.00,2000.0,14381.4,4825.4,9556.0,0.0,34781.7,16755.3,20479.5,0.377,1,0.000,0.005,0.000,0.000,0.000
30,128,142.967,137.513,89.595,130719744,52.07,44.545,8.828,0,703.678,1.000,0,0.00,2000.0,14381.3,4825.3,9556.0,0.0,34869.6,16843.2,20479.5,0.360,1,0.000,0.006,0.000,0.000,0.000
31,128,183.182,249.201,89.266,235413504,52.26,78.382,15.535,0,837.608,1.000,0,0.00,2000.0,14380.7,4824.6,9556.0,0.0,34815.1,16788.7,20479.5,0.390,1,0.000,0.006,0.000,0.000,0.000
32,128,178.658,239.814,88.826,228556800,52.46,77.268,12.564,0,801.427,1.000,0,0.00,2000.0,14381.8,4825.8,9556.0,0.0,34712.6,16686.1,20479.5,0.369,1,0.000,0.005,0.000,0.000,0.000
33,128,171.365,217.773,88.616,207876096,52.74,71.020,11.729,0,780.387,1.000,0,0.00,2000.0,14381.3,4825.2,9556.0,0.0,34661.5,16635.0,20479.5,0.359,1,0.000,0.006,0.000,0.000,0.000
34,128,151.662,160.328,90.504,145674240,53.25,52.011,9.147,0,716.434,1.000,0,0.00,2000.0,14381.7,4825.6,9556.0,0.0,34697.2,16670.8,20479.5,0.378,1,0.000,0.005,0.000,0.000,0.000
35,128,249.583,413.403,88.243,418775040,52.66,135.101,26.239,0,1054.684,1.000,0,0.00,2000.0,14381.5,4825.5,9556.0,0.0,34789.1,16762.7,20479.5,0.368,1,0.000,0.006,0.000,0.000,0.000
36,128,200.082,289.039,89.672,280117248,52.63,93.370,17.040,0,884.906,1.000,0,0.00,2000.0,14380.4,4824.4,9556.0,0.0,34761.8,16735.4,20479.5,0.381,1,0.000,0.005,0.000,0.000,0.000
37,128,155.780,155.445,93.301,144863232,53.11,54.083,8.396,0,739.580,1.000,0,0.00,2000.0,14381.8,4825.8,9556.0,0.0,34728.1,16701.6,20479.5,0.375,1,0.000,0.006,0.000,0.000,0.000
38,128,176.485,194.442,98.057,180609024,53.44,65.965,12.462,0,823.116,1.000,0,0.00,2000.0,14380.8,4824.8,9556.0,0.0,34767.0,16740.5,20479.5,0.359,1,0.000,0.006,0.000,0.000,0.000
39,128,180.685,237.823,89.001,232280064,53.57,76.875,14.809,0,823.127,1.000,0,0.00,2000.0,14381.8,4825.8,9556.0,0.0,34881.5,16855.0,20479.5,0.372,1,0.000,0.005,0.000,0.000,0.000
40,128,156.484,151.413,95.779,146214912,54.00,51.643,9.062,0,763.273,1.000,0,0.00,2000.0,14381.1,4825.0,9556.0,0.0,34858.8,16832.3,20479.5,0.373,1,0.000,0.006,0.000,0.000,0.000
41,128,150.040,148.698,93.239,132931584,54.46,48.192,8.610,0,725.465,1.000,0,0.00,2000.0,14380.8,4824.7,9556.0,0.0,34828.6,16802.1,20479.5,0.351,1,0.000,0.007,0.000,0.000,0.000
42,128,187.763,253.933,92.026,245133312,54.52,80.359,15.377,0,854.741,1.000,0,0.00,2000.0,14380.5,4824.4,9556.0,0.0,34868.4,16842.0,20479.5,0.367,1,0.000,0.006,0.000,0.000,0.000
43,128,159.277,178.964,90.377,170078208,54.83,57.535,11.365,0,753.880,1.000,0,0.00,2000.0,14381.2,4825.1,9556.0,0.0,34964.6,16938.1,20479.5,0.374,1,0.000,0.005,0.000,0.000,0.000
44,128,136.850,113.738,91.920,103882752,55.34,38.036,6.894,0,679.553,1.000,0,0.00,2000.0,14381.6,4825.5,9556.0,0.0,34945.1,16918.6,20479.5,0.358,1,0.000,0.004,0.000,0.000,0.000
45,128,166.626,199.192,93.169,181690368,55.59,61.960,11.497,0,776.571,1.000,0,0.00,2000.0,14381.3,4825.3,9556.0,0.0,34978.6,16952.2,20479.5,0.378,1,0.000,0.008,0.000,0.000,0.000
46,128,224.700,344.371,90.967,334381056,55.34,113.014,20.718,0,968.343,1.000,0,0.00,2000.0,14381.3,4825.2,9556.0,0.0,35157.7,17131.2,20479.5,0.372,1,0.000,0.007,0.000,0.000,0.000
47,128,181.312,240.042,90.572,227635200,55.43,75.695,15.045,0,828.651,1.000,0,0.00,2000.0,14380.8,4824.8,9556.0,0.0,35195.3,17168.8,20479.5,0.375,1,0.000,0.006,0.000,0.000,0.000
48,128,213.024,326.833,87.315,318726144,55.24,107.774,17.935,0,912.345,1.000,0,0.00,2000.0,14380.7,4824.7,9556.0,0.0,35086.8,17060.3,20479.5,0.355,1,0.000,0.004,0.000,0.000,0.000
49,128,163.970,197.148,88.518,188547072,55.45,65.232,10.220,0,760.170,1.000,0,0.00,2000.0,14381.6,4825.6,9556.0,0.0,35019.1,16992.6,20479.5,0.363,1,0.000,0.004,0.000,0.000,0.000
50,128,147.946,141.838,91.131,133472256,55.82,48.522,8.293,0,713.600,1.000,0,0.00,2000.0,14381.5,4825.4,9556.0,0.0,35000.1,16973.6,20479.5,0.360,1,0.000,0.006,0.000,0.000,0.000
51,128,176.196,231.152,88.845,215973888,55.93,73.554,13.797,0,793.620,1.000,0,0.00,2000.0,14381.2,4825.2,9556.0,0.0,35013.6,16987.1,20479.5,0.356,1,0.000,0.006,0.000,0.000,0.000
52,128,148.957,153.768,90.125,142811136,56.24,49.094,9.738,0,716.524,1.000,0,0.00,2000.0,14380.4,4824.4,9556.0,0.0,35105.4,17079.0,20479.5,0.371,1,0.000,0.006,0.000,0.000,0.000
53,128,204.851,309.091,88.634,296693760,56.11,97.369,18.849,0,900.666,1.000,0,0.00,2000.0,14381.6,4825.6,9556.0,0.0,35123.5,17097.0,20479.5,0.362,1,0.000,0.005,0.000,0.000,0.000
54,128,165.555,206.135,88.858,189087744,56.30,65.296,11.401,0,759.697,1.000,0,0.00,2000.0,14381.0,4824.9,9556.0,0.0,35033.7,17007.2,20479.5,0.374,1,0.000,0.005,0.000,0.000,0.000
55,128,137.587,128.445,88.399,116465664,56.67,42.289,6.899,0,669.310,1.000,0,0.00,2000.0,14380.5,4824.5,9556.0,0.0,34990.6,16964.1,20479.5,0.358,1,0.000,0.007,0.000,0.000,0.000
56,128,160.096,186.076,88.191,178397184,56.86,60.566,11.339,0,748.849,1.000,0,0.00,2000.0,14380.4,4824.3,9556.0,0.0,34962.5,16936.0,20479.5,0.358,1,0.000,0.006,0.000,0.000,0.000
57,128,180.825,241.090,89.688,232390656,56.91,76.861,14.276,0,819.140,1.000,0,0.00,2000.0,14381.3,4825.3,9556.0,0.0,34882.6,16856.0,20479.5,0.375,1,0.000,0.005,0.000,0.000,0.000
58,128,180.317,180.475,106.220,165543936,57.12,62.472,11.625,0,845.279,1.000,0,0.00,2000.0,14381.6,4825.5,9556.0,0.0,34925.9,16899.4,20479.5,0.357,1,0.000,0.007,0.000,0.000,0.000
59,128,161.866,174.376,94.868,161169408,57.34,56.371,10.627,0,774.888,1.000,0,0.00,2000.0,14381.0,4825.0,9556.0,0.0,34974.7,16948.1,20479.5,0.369,1,0.000,0.006,0.000,0.000,0.000
60,128,143.688,127.282,91.889,119218176,57.66,43.652,8.147,0,706.660,1.000,0,0.00,2000.0,14381.1,4825.1,9556.0,0.0,34954.0,16927.5,20479.5,0.379,1,0.000,0.005,0.000,0.000,0.000
61,128,126.640,93.198,90.436,82501632,58.06,31.189,5.015,0,641.348,1.000,0,0.00,2000.0,14381.1,4825.1,9556.0,0.0,34914.6,16888.1,20479.5,0.357,1,0.000,0.005,0.000,0.000,0.000
62,128,177.853,239.484,89.710,222400512,58.11,75.971,12.172,0,795.451,1.000,0,0.00,2000.0,14381.5,4825.4,9556.0,0.0,34844.7,16818.2,20479.5,0.368,1,0.000,0.005,0.000,0.000,0.000
63,128,162.026,184.203,91.290,172400640,58.27,59.768,10.969,0,758.113,1.000,0,0.00,2000.0,14381.8,4825.8,9556.0,0.0,34791.4,16764.9,20479.5,0.366,1,0.000,0.006,0.000,0.000,0.000
64,128,171.330,203.730,93.312,194973696,58.39,66.429,11.589,0,798.985,1.000,0,0.00,2000.0,14380.5,4824.5,9556.0,0.0,34784.6,16758.0,20479.5,0.365,1,0.000,0.006,0.000,0.000,0.000
65,128,177.816,230.963,90.005,218025984,58.44,74.416,13.394,0,815.817,1.000,0,0.00,2000.0,14381.6,4825.5,9556.0,0.0,34802.2,16775.6,20479.5,0.379,1,0.000,0.005,0.000,0.000,0.000
66,128,161.858,180.148,91.812,167436288,58.61,60.124,9.922,0,760.775,1.000,0,0.00,2000.0,14381.7,4825.6,9556.0,0.0,34819.3,16792.8,20479.5,0.360,1,0.000,0.006,0.000,0.000,0.000
67,128,151.216,150.968,93.388,138276864,58.84,48.489,9.339,0,733.841,1.000,0,0.00,2000.0,14380.6,4824.6,9556.0,0.0,34840.8,16814.3,20479.5,0.362,1,0.000,0.006,0.000,0.000,0.000
68,128,147.670,138.808,93.589,125534208,59.09,46.224,7.857,0,719.445,1.000,0,0.00,2000.0,14381.8,4825.8,9556.0,0.0,34809.2,16782.7,20479.5,0.365,1,0.000,0.006,0.000,0.000,0.000
69,128,135.998,118.213,90.035,107716608,59.37,39.401,6.561,0,669.209,1.000,0,0.00,2000.0,14380.2,4824.2,9556.0,0.0,34778.0,16751.4,20479.5,0.360,1,0.000,0.004,0.000,0.000,0.000
70,128,127.170,83.780,92.213,73592832,59.72,29.690,5.267,0,650.510,1.000,0,0.00,2000.0,14380.8,4824.8,9556.0,0.0,34779.0,16752.4,20479.5,0.360,1,0.000,0.005,0.000,0.000,0.000
71,128,170.143,194.116,93.897,184872960,59.82,64.488,11.758,0,798.620,1.000,0,0.00,2000.0,14381.5,4825.5,9556.0,0.0,34792.3,16765.8,20479.5,0.391,1,0.000,0.005,0.000,0.000,0.000
72,128,146.604,142.259,92.287,133902336,60.03,46.194,8.122,0,715.222,1.000,0,0.00,2000.0,14381.6,4825.6,9556.0,0.0,34801.7,16775.1,20479.5,0.381,1,0.000,0.006,0.000,0.000,0.000
73,128,163.422,178.123,96.639,166625280,60.17,55.050,11.733,0,791.968,1.000,0,0.00,2000.0,14381.0,4825.0,9556.0,0.0,34798.3,16771.8,20479.5,0.375,1,0.000,0.006,0.000,0.000,0.000
74,128,174.851,218.705,95.141,203882496,60.22,63.829,15.882,0,840.137,1.000,0,0.00,2000.0,14380.2,4824.2,9556.0,0.0,34856.8,16830.3,20479.5,0.376,1,0.000,0.006,0.000,0.000,0.000
75,128,136.710,118.160,90.084,111280128,60.47,39.990,6.637,0,670.464,1.000,0,0.00,2000.0,14380.8,4824.8,9556.0,0.0,34794.6,16768.0,20479.5,0.381,1,0.000,0.005,0.000,0.000,0.000
76,128,139.513,126.420,90.115,116895744,60.69,41.465,7.933,0,681.059,1.000,0,0.00,2000.0,14380.5,4824.4,9556.0,0.0,34739.6,16713.1,20479.5,0.363,1,0.000,0.005,0.000,0.000,0.000
77,128,152.236,158.280,91.164,144003072,60.86,51.106,9.966,0,734.960,1.000,0,0.00,2000.0,14380.2,4824.1,9556.0,0.0,34801.7,16775.1,20479.5,0.364,1,0.000,0.005,0.000,0.000,0.000
78,128,258.237,444.203,85.841,445771776,60.43,145.283,27.113,0,1061.004,1.000,0,0.00,2000.0,14381.7,4825.7,9556.0,0.0,34737.1,16710.5,20479.5,0.360,1,0.000,0.006,0.000,0.000,0.000
79,128,205.474,310.954,87.405,293941248,60.30,101.207,16.862,0,884.552,1.000,0,0.00,2000.0,14381.2,4825.2,9556.0,0.0,34596.6,16570.0,20479.5,0.367,1,0.000,0.005,0.000,0.000,0.000
80,128,166.598,203.796,90.107,186925056,60.38,64.709,11.782,0,768.679,1.000,0,0.00,2000.0,14381.4,4825.4,9556.0,0.0,34584.6,16558.0,20479.5,0.368,1,0.000,0.005,0.000,0.000,0.000
81,128,175.390,234.783,89.287,215433216,60.40,72.390,13.713,0,797.985,1.000,0,0.00,2000.0,14381.3,4825.2,9556.0,0.0,34680.8,16654.2,20479.5,0.360,1,0.000,0.005,0.000,0.000,0.000
82,128,162.870,189.920,90.099,177156096,60.50,62.116,10.656,0,753.131,1.000,0,0.00,2000.0,14380.4,4824.4,9556.0,0.0,34666.6,16640.1,20479.5,0.375,1,0.000,0.005,0.000,0.000,0.000
83,128,193.005,272.883,89.136,263110656,60.44,87.063,16.806,0,863.899,1.000,0,0.00,2000.0,14380.8,4824.8,9556.0,0.0,34647.3,16620.7,20479.5,0.364,1,0.000,0.006,0.000,0.000,0.000
84,128,141.018,124.674,92.184,115224576,60.65,40.524,8.310,0,697.549,1.000,0,0.00,2000.0,14380.6,4824.6,9556.0,0.0,34725.5,16698.9,20479.5,0.377,1,0.000,0.005,0.000,0.000,0.000
85,128,152.730,163.036,90.182,151670784,60.79,53.160,9.388,0,728.155,1.000,0,0.00,2000.0,14380.7,4824.7,9556.0,0.0,34703.6,16677.0,20479.5,0.367,1,0.000,0.005,0.000,0.000,0.000
86,128,196.498,289.329,88.792,270237696,60.71,90.563,17.143,0,864.722,1.000,0,0.00,2000.0,14380.5,4825.4,9555.0,0.0,34748.8,16723.3,20479.5,0.532,1,0.000,0.006,0.000,0.000,0.000
87,128,144.787,135.127,91.750,124293120,60.90,45.422,7.615,0,699.792,1.000,0,0.00,2000.0,14380.2,4825.2,9555.0,0.0,34671.2,16645.6,20479.5,0.369,1,0.000,0.005,0.000,0.000,0.000
88,128,174.820,226.894,89.510,212410368,60.92,73.171,12.140,0,794.766,1.000,0,0.00,2000.0,14380.5,4825.5,9555.0,0.0,34594.4,16568.8,20479.5,0.380,1,0.000,0.005,0.000,0.000,0.000
89,128,157.467,168.094,92.357,158687232,61.04,54.279,10.832,0,751.372,1.000,0,0.00,2000.0,14380.4,4825.4,9555.0,0.0,34591.0,16565.4,20479.5,0.379,1,0.000,0.004,0.000,0.000,0.000
90,128,192.505,262.298,91.814,251719680,60.99,84.545,16.147,0,869.806,1.000,0,0.00,2000.0,14380.4,4825.3,9555.0,0.0,34693.5,16668.0,20479.5,0.384,1,0.000,0.005,0.000,0.000,0.000
91,128,190.461,273.044,87.787,257605632,60.94,88.337,14.336,0,831.599,1.000,0,0.00,2000.0,14380.2,4825.1,9555.0,0.0,34584.0,16558.4,20479.5,0.379,1,0.000,0.006,0.000,0.000,0.000
92,128,167.502,196.571,89.882,194273280,61.00,66.150,11.470,0,780.853,1.000,0,0.00,2000.0,14380.7,4825.6,9555.0,0.0,34513.7,16488.1,20479.5,0.367,1,0.000,0.005,0.000,0.000,0.000
93,128,174.851,223.170,90.762,206254080,61.03,71.869,12.220,0,798.454,1.000,0,0.00,2000.0,14379.1,4824.1,9555.0,0.0,34448.4,16422.8,20479.5,0.378,1,0.000,0.006,0.000,0.000,0.000
94,128,161.772,180.082,91.897,170348544,61.12,59.630,10.245,0,760.002,1.000,0,0.00,2000.0,14379.7,4824.7,9555.0,0.0,34461.5,16435.9,20479.5,0.379,1,0.000,0.005,0.000,0.000,0.000
95,128,175.726,215.769,92.987,202530816,61.16,68.854,13.884,0,822.971,1.000,0,0.00,2000.0,14379.2,4824.2,9555.0,0.0,34502.8,16477.2,20479.5,0.385,1,0.000,0.007,0.000,0.000,0.000
96,128,180.328,238.665,91.740,221859840,61.16,75.732,12.856,0,817.364,1.000,0,0.00,2000.0,14380.6,4825.5,9555.0,0.0,34538.8,16513.2,20479.5,0.367,1,0.000,0.006,0.000,0.000,0.000
97,128,169.393,204.369,91.808,190599168,61.22,65.149,12.435,0,789.884,1.000,0,0.00,2000.0,14379.6,4824.6,9555.0,0.0,34629.6,16604.0,20479.5,0.362,1,0.000,0.006,0.000,0.000,0.000
98,128,129.047,93.532,91.227,86335488,61.44,31.742,6.079,0,659.658,1.000,0,0.00,2000.0,14380.3,4825.2,9555.0,0.0,34709.3,16683.7,20479.5,0.353,1,0.000,0.005,0.000,0.000,0.000
99,128,131.255,100.524,91.102,94273536,61.64,32.946,7.207,0,669.276,1.000,0,0.00,2000.0,14380.0,4824.9,9555.0,0.0,34799.1,16773.5,20479.5,0.369,1,0.000,0.005,0.000,0.000,0.000
100,128,161.070,185.539,90.398,176394240,61.71,59.957,10.715,0,764.697,1.000,0,0.00,2000.0,14379.5,4824.4,9555.0,0.0,34816.7,16791.0,20479.5,0.387,1,0.000,0.005,0.000,0.000,0.000
101,128,184.816,188.981,117.561,161009664,61.81,56.772,10.483,0,917.757,1.000,0,0.00,2000.0,14379.2,4824.2,9555.0,0.0,34824.3,16798.7,20479.5,0.371,1,0.000,0.006,0.000,0.000,0.000
102,128,167.921,198.176,91.806,187895808,61.86,64.581,11.534,0,782.136,1.000,0,0.00,2000.0,14380.0,4824.9,9555.0,0.0,34746.3,16720.6,20479.5,0.366,1,0.000,0.006,0.000,0.000,0.000
103,128,150.272,156.058,91.534,144973824,61.97,49.401,9.337,0,725.849,1.000,0,0.00,2000.0,14380.2,4825.2,9555.0,0.0,34691.2,16665.6,20479.5,0.368,1,0.000,0.005,0.000,0.000,0.000
104,128,235.460,390.520,89.348,382169088,61.73,119.204,26.908,0,1018.968,1.000,0,0.00,2000.0,14379.7,4824.7,9555.0,0.0,34802.9,16777.2,20479.5,0.370,1,0.000,0.007,0.000,0.000,0.000
105,128,263.018,445.091,88.616,449605632,61.38,146.104,28.298,0,1101.313,1.000,0,0.00,2000.0,14380.2,4825.2,9555.0,0.0,34846.2,16820.6,20479.5,0.412,1,0.000,0.006,0.000,0.000,0.000
106,128,200.129,301.774,88.016,290648064,61.28,93.494,18.619,0,886.603,1.000,0,0.00,2000.0,14380.1,4825.1,9555.0,0.0,34936.5,16910.9,20479.5,0.516,1,0.000,0.008,0.000,0.000,0.000
107,128,214.939,339.233,86.528,330657792,61.12,107.614,20.797,0,933.815,1.000,0,0.00,2000.0,14380.1,4825.1,9555.0,0.0,35003.0,16977.4,20479.5,0.368,1,0.000,0.006,0.000,0.000,0.000
108,128,175.009,216.783,90.300,211869696,61.14,71.324,13.385,0,810.367,1.000,0,0.00,2000.0,14380.1,4825.1,9555.0,0.0,34963.6,16938.0,20479.5,0.364,1,0.000,0.005,0.000,0.000,0.000
109,128,221.591,351.255,88.300,351068160,60.95,111.366,21.925,0,960.829,1.000,0,0.00,2000.0,14379.5,4824.5,9555.0,0.0,35029.7,17004.1,20479.5,0.375,1,0.000,0.005,0.000,0.000,0.000
110,128,158.551,174.689,89.650,167165952,61.04,57.575,11.326,0,751.800,1.000,0,0.00,2000.0,14380.2,4825.2,9555.0,0.0,35149.2,17123.6,20479.5,0.364,1,0.000,0.006,0.000,0.000,0.000
111,128,182.695,241.875,89.588,233361408,61.03,77.759,15.348,0,835.445,1.000,0,0.00,2000.0,14380.2,4825.2,9555.0,0.0,35122.9,17097.2,20479.5,0.384,1,0.000,0.005,0.000,0.000,0.000
112,128,181.704,244.939,89.304,237355008,61.01,78.847,13.554,0,826.317,1.000,0,0.00,2000.0,14379.4,4824.4,9555.0,0.0,35036.0,17010.4,20479.5,0.358,1,0.000,0.005,0.000,0.000,0.000
113,128,186.263,248.219,89.553,247726080,60.98,82.514,14.196,0,839.334,1.000,0,0.00,2000.0,14380.5,4825.5,9555.0,0.0,34895.5,16869.9,20479.5,0.368,1,0.000,0.005,0.000,0.000,0.000
