# bmoe_metrics v2
# engine=0.23.0
# model=Qwen3.6-35B-A3B-UD-Q4_K_S.gguf arch=qwen35moe n_layer=40 n_expert=256 n_expert_used=8 threads=6 n_ctx=4096 n_ubatch=0 chatml=1
# moe_stream=1 cache_mb=3000 cache_auto=1 cache_floor_mb=1536 cache_ceil_mb=3000 cache_cycle_mb=547 force_cache=0 load_all=0 io_threads=4 o_direct=1 overlap=1 io_two_wave=0 prefetch=0 route_ahead=0 predict_prefetch=0 predict_log=0 predict_spec_max=2 prefetch_sync=0 dense_weights=anon drop_cold_frac=0 drop_renorm=1 drop_prefill=0 substitute_lambda=0
# temp=0 top_k=40 top_p=0.95 seed=4294967295 compute_trace_layers=0 spec=off spec_draft_max=0 mtp_p_min=0 ngram_min_match=0
step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms,majflt,cpu_ms,dense_resident_frac,turn,majflt_mib,cache_budget_mib,rss_mib,rss_anon_mib,rss_file_mib,swap_mib,mem_available_mib,mem_free_mib,swap_free_mib,loop_overhead_ms,mtp_batch,mtp_draft_ms,drain_ms,adopt_ms,ra_issue_ms,ra_wd_ms
15,128,116.854,51.873,94.374,48377856,44.96,18.705,3.775,0,633.077,1.000,0,0.00,3000.0,17669.5,5824.3,11845.1,0.0,34082.7,13764.0,20479.5,0.359,1,0.000,0.006,0.000,0.000,0.000
16,128,133.971,107.194,92.798,97406976,46.49,35.363,5.810,0,671.861,1.000,0,0.00,3000.0,17669.7,5824.6,11845.1,0.0,34073.9,13755.2,20479.5,0.358,1,0.000,0.006,0.000,0.000,0.000
17,128,142.397,128.394,90.928,118136832,47.76,44.679,6.790,0,684.052,1.000,0,0.00,3000.0,17670.9,5825.8,11845.1,0.0,34031.1,13712.4,20479.5,0.368,1,0.000,0.006,0.000,0.000,0.000
18,128,159.094,171.701,92.400,167055360,48.61,56.353,10.341,0,758.528,1.000,0,0.00,3000.0,17669.2,5824.7,11844.5,0.0,33962.3,13644.4,20479.5,0.360,1,0.000,0.004,0.000,0.000,0.000
19,128,142.751,129.534,91.529,122241024,49.69,43.676,7.546,0,698.114,1.000,0,0.00,3000.0,17669.7,5825.2,11844.5,0.0,33916.1,13598.1,20479.5,0.375,1,0.000,0.005,0.000,0.000,0.000
20,128,130.923,92.946,94.584,84013056,50.91,31.254,5.085,0,666.344,1.000,0,0.00,3000.0,17668.8,5824.3,11844.5,0.0,33882.6,13564.7,20479.5,0.371,1,0.000,0.005,0.000,0.000,0.000
21,128,140.915,113.103,96.331,103993344,51.96,37.733,6.851,0,711.921,1.000,0,0.00,3000.0,17669.1,5824.6,11844.5,0.0,33884.1,13566.1,20479.5,0.371,1,0.000,0.005,0.000,0.000,0.000
22,128,139.521,109.998,95.508,102481920,52.94,36.537,7.476,0,712.700,1.000,0,0.00,3000.0,17668.7,5824.2,11844.5,0.0,33902.3,13584.4,20479.5,0.368,1,0.000,0.005,0.000,0.000,0.000
23,128,127.954,88.470,92.372,80830464,53.98,30.571,5.010,0,652.635,1.000,0,0.00,3000.0,17670.0,5825.5,11844.5,0.0,33908.6,13590.7,20479.5,0.360,1,0.000,0.006,0.000,0.000,0.000
24,128,167.810,204.889,91.857,192811008,54.36,64.770,11.183,0,780.118,1.000,0,0.00,3000.0,17668.8,5824.3,11844.5,0.0,33880.6,13562.6,20479.5,0.362,1,0.000,0.006,0.000,0.000,0.000
25,128,147.489,143.636,91.278,133472256,55.02,47.674,8.537,0,708.186,1.000,0,0.00,3000.0,17668.8,5824.3,11844.5,0.0,33827.9,13510.0,20479.5,0.378,1,0.000,0.005,0.000,0.000,0.000
26,128,157.344,176.244,89.835,171159552,55.46,57.654,9.855,0,741.398,1.000,0,0.00,3000.0,17669.1,5825.3,11843.8,0.0,33825.6,13508.4,20479.5,0.377,1,0.000,0.006,0.000,0.000,0.000
27,128,155.297,166.420,91.637,161280000,55.92,53.762,9.898,0,754.172,1.000,0,0.00,3000.0,17669.0,5825.2,11843.8,0.0,33880.3,13563.1,20479.5,0.375,1,0.000,0.005,0.000,0.000,0.000
28,128,151.995,155.942,91.189,148267008,56.42,51.724,9.081,0,728.406,1.000,0,0.00,3000.0,17669.3,5825.5,11843.8,0.0,33793.8,13476.6,20479.5,0.365,1,0.000,0.006,0.000,0.000,0.000
29,128,123.909,79.681,92.252,73433088,57.24,26.373,5.284,0,644.238,1.000,0,0.00,3000.0,17668.8,5825.1,11843.8,0.0,33823.7,13506.5,20479.5,0.352,1,0.000,0.005,0.000,0.000,0.000
30,128,125.671,66.622,95.648,64684032,58.04,25.405,4.618,0,656.250,1.000,0,0.00,3000.0,17669.4,5825.6,11843.8,0.0,33825.4,13508.2,20479.5,0.416,1,0.000,0.006,0.000,0.000,0.000
31,128,148.812,145.870,91.879,140869632,58.48,48.097,8.836,0,723.847,1.000,0,0.00,3000.0,17669.0,5825.2,11843.8,0.0,33786.7,13469.5,20479.5,0.373,1,0.000,0.006,0.000,0.000,0.000
32,128,125.693,89.615,89.775,80990208,59.15,30.625,5.293,0,638.195,1.000,0,0.00,3000.0,17668.0,5824.2,11843.8,0.0,33782.7,13465.5,20479.5,0.363,1,0.000,0.005,0.000,0.000,0.000
33,128,123.279,77.933,91.708,71811072,59.83,26.471,5.099,0,639.442,1.000,0,0.00,3000.0,17668.4,5824.6,11843.8,0.0,33816.5,13499.3,20479.5,0.356,1,0.000,0.006,0.000,0.000,0.000
34,128,133.664,98.041,93.784,87846912,60.40,33.407,6.473,0,675.760,1.000,0,0.00,3000.0,17668.3,5824.5,11843.8,0.0,33833.6,13516.4,20479.5,0.355,1,0.000,0.006,0.000,0.000,0.000
35,128,217.925,341.251,87.511,346152960,59.94,110.275,20.139,0,948.388,1.000,0,0.00,3000.0,17669.2,5825.4,11843.8,0.0,33769.4,13452.2,20479.5,0.381,1,0.000,0.006,0.000,0.000,0.000
36,128,182.572,246.749,89.321,243941376,59.89,79.492,13.758,0,829.104,1.000,0,0.00,3000.0,17667.9,5824.9,11843.0,0.0,33683.6,13367.1,20479.5,0.368,1,0.000,0.006,0.000,0.000,0.000
37,128,137.352,114.300,92.461,106905600,60.35,38.274,6.617,0,683.378,1.000,0,0.00,3000.0,17668.1,5825.1,11843.0,0.0,33682.2,13365.7,20479.5,0.358,1,0.000,0.005,0.000,0.000,0.000
38,128,129.776,74.853,98.079,70569984,60.93,25.886,5.811,0,679.959,1.000,0,0.00,3000.0,17667.7,5824.7,11843.0,0.0,33665.7,13349.2,20479.5,0.362,1,0.000,0.008,0.000,0.000,0.000
39,128,156.479,168.014,91.681,163491840,61.16,54.929,9.869,0,743.494,1.000,0,0.00,3000.0,17668.9,5825.8,11843.0,0.0,33665.5,13349.0,20479.5,0.350,1,0.000,0.007,0.000,0.000,0.000
40,128,124.831,75.960,94.122,70029312,61.70,26.151,4.557,0,646.867,1.000,0,0.00,3000.0,17667.6,5824.6,11843.0,0.0,33666.5,13350.0,20479.5,0.374,1,0.000,0.007,0.000,0.000,0.000
41,128,125.906,78.411,93.485,72081408,62.21,27.339,5.082,0,653.766,1.000,0,0.00,3000.0,17667.4,5824.4,11843.0,0.0,33663.8,13347.3,20479.5,0.358,1,0.000,0.006,0.000,0.000,0.000
42,128,125.701,87.698,92.548,78938112,62.69,27.878,5.276,0,651.999,1.000,0,0.00,3000.0,17667.7,5824.6,11843.0,0.0,33711.7,13395.2,20479.5,0.362,1,0.000,0.005,0.000,0.000,0.000
43,128,126.458,84.986,91.621,76886016,63.14,29.271,5.565,0,648.536,1.000,0,0.00,3000.0,17667.7,5824.7,11843.0,0.0,33784.0,13467.5,20479.5,0.352,1,0.000,0.006,0.000,0.000,0.000
44,128,124.594,78.974,91.910,71270400,63.60,27.126,5.558,0,645.583,1.000,0,0.00,3000.0,17668.8,5825.8,11843.0,0.0,33851.5,13534.9,20479.5,0.358,1,0.000,0.006,0.000,0.000,0.000
45,128,130.791,96.900,92.555,89739264,63.99,32.670,5.566,0,663.332,1.000,0,0.00,3000.0,17668.9,5825.8,11843.0,0.0,33862.3,13545.8,20479.5,0.350,1,0.000,0.006,0.000,0.000,0.000
46,128,149.941,147.493,91.171,137306112,64.22,50.218,8.552,0,713.018,1.000,0,0.00,3000.0,17668.4,5825.4,11843.0,0.0,33867.8,13551.3,20479.5,0.373,1,0.000,0.006,0.000,0.000,0.000
47,128,149.964,147.230,92.851,130609152,64.45,48.989,8.124,0,714.621,1.000,0,0.00,3000.0,17668.6,5825.6,11843.0,0.0,33845.4,13528.9,20479.5,0.375,1,0.000,0.005,0.000,0.000,0.000
48,128,190.326,274.509,88.757,263221248,64.28,86.217,15.352,0,843.647,1.000,0,0.00,3000.0,17668.8,5825.8,11843.0,0.0,33929.2,13612.7,20479.5,0.362,1,0.000,0.005,0.000,0.000,0.000
49,128,146.091,141.443,91.998,133201920,64.49,45.232,8.861,0,715.379,1.000,0,0.00,3000.0,17668.4,5825.4,11843.0,0.0,33985.3,13668.7,20479.5,0.370,1,0.000,0.006,0.000,0.000,0.000
50,128,130.278,93.224,92.414,90439680,64.83,31.689,6.176,0,667.153,1.000,0,0.00,3000.0,17667.8,5824.8,11843.0,0.0,34007.0,13690.5,20479.5,0.370,1,0.000,0.006,0.000,0.000,0.000
51,128,123.142,73.156,91.606,64954368,65.23,26.174,5.362,0,639.881,1.000,0,0.00,3000.0,17667.2,5824.2,11843.0,0.0,34010.8,13694.3,20479.5,0.364,1,0.000,0.006,0.000,0.000,0.000
52,128,128.087,92.138,92.206,80449536,65.57,30.352,5.528,0,657.113,1.000,0,0.00,3000.0,17668.6,5825.6,11843.0,0.0,34002.2,13685.7,20479.5,0.348,1,0.000,0.006,0.000,0.000,0.000
53,128,193.437,278.954,89.818,260788224,65.39,87.389,16.230,0,875.360,1.000,0,0.00,3000.0,17668.8,5825.8,11843.0,0.0,34083.9,13767.4,20479.5,0.358,1,0.000,0.006,0.000,0.000,0.000
54,128,165.969,201.417,90.597,187305984,65.43,63.125,12.247,0,773.697,1.000,0,0.00,3000.0,17668.8,5825.8,11843.0,0.0,34100.4,13783.9,20479.5,0.356,1,0.000,0.007,0.000,0.000,0.000
55,128,131.787,104.530,90.973,96595968,65.71,34.130,6.685,0,661.065,1.000,0,0.00,3000.0,17666.9,5824.7,11842.3,0.0,34152.4,13836.6,20479.5,0.362,1,0.000,0.006,0.000,0.000,0.000
56,128,140.295,122.612,91.267,118517760,65.93,42.094,6.934,0,686.800,1.000,0,0.00,3000.0,17668.0,5825.7,11842.3,0.0,34098.3,13782.5,20479.5,0.366,1,0.000,0.006,0.000,0.000,0.000
57,128,142.357,126.655,92.131,120729600,66.13,42.404,7.822,0,705.902,1.000,0,0.00,3000.0,17667.0,5824.8,11842.3,0.0,34043.2,13727.4,20479.5,0.380,1,0.000,0.006,0.000,0.000,0.000
58,128,150.579,136.422,96.986,124022784,66.31,45.749,7.844,0,740.019,1.000,0,0.00,3000.0,17668.1,5825.9,11842.3,0.0,34007.9,13692.2,20479.5,0.407,1,0.000,0.006,0.000,0.000,0.000
59,128,142.079,122.306,94.539,112521216,66.52,40.691,6.849,0,704.107,1.000,0,0.00,3000.0,17667.7,5825.4,11842.3,0.0,33969.3,13653.5,20479.5,0.359,1,0.000,0.007,0.000,0.000,0.000
60,128,126.720,91.283,90.268,84824064,66.79,30.642,5.809,0,643.403,1.000,0,0.00,3000.0,17667.1,5824.9,11842.3,0.0,33962.5,13646.7,20479.5,0.367,1,0.000,0.006,0.000,0.000,0.000
61,128,120.953,66.689,93.856,58798080,67.11,23.233,3.864,0,642.698,1.000,0,0.00,3000.0,17666.7,5824.4,11842.3,0.0,33938.5,13622.7,20479.5,0.405,1,0.000,0.004,0.000,0.000,0.000
62,128,149.257,149.348,90.877,139087872,67.24,49.443,8.938,0,713.274,1.000,0,0.00,3000.0,17667.8,5825.6,11842.3,0.0,33990.2,13674.4,20479.5,0.362,1,0.000,0.006,0.000,0.000,0.000
63,128,168.100,121.928,117.670,113602560,67.42,42.635,7.796,0,841.975,1.000,0,0.00,3000.0,17666.9,5824.7,11842.3,0.0,33959.9,13644.1,20479.5,0.362,1,0.000,0.006,0.000,0.000,0.000
64,128,159.720,119.000,103.192,108797952,67.61,49.190,7.338,0,807.998,1.000,0,0.00,3000.0,17666.7,5824.4,11842.3,0.0,33940.7,13624.9,20479.5,0.406,1,0.000,0.008,0.000,0.000,0.000
65,128,159.583,172.767,92.361,165003264,67.66,57.015,10.207,0,762.539,1.000,0,0.00,3000.0,17668.0,5825.7,11842.3,0.0,33952.1,13636.3,20479.5,0.400,1,0.000,0.006,0.000,0.000,0.000
66,128,140.615,126.273,90.963,121540608,67.81,41.399,8.253,0,697.184,1.000,0,0.00,3000.0,17667.7,5825.4,11842.3,0.0,34010.9,13695.1,20479.5,0.356,1,0.000,0.006,0.000,0.000,0.000
67,128,131.653,108.146,89.934,102100992,68.00,34.222,7.497,0,674.262,1.000,0,0.00,3000.0,17667.8,5825.5,11842.3,0.0,34044.2,13728.4,20479.5,0.359,1,0.000,0.005,0.000,0.000,0.000
68,128,134.322,116.640,89.602,107716608,68.17,37.550,7.170,0,667.507,1.000,0,0.00,3000.0,17668.0,5825.7,11842.3,0.0,34090.8,13775.0,20479.5,0.358,1,0.000,0.006,0.000,0.000,0.000
69,128,135.936,109.435,92.780,102100992,68.35,36.673,6.483,0,681.149,1.000,0,0.00,3000.0,17667.6,5825.4,11842.3,0.0,34112.2,13796.4,20479.5,0.362,1,0.000,0.006,0.000,0.000,0.000
70,128,120.148,65.894,92.180,61120512,68.62,23.256,4.712,0,632.600,1.000,0,0.00,3000.0,17667.1,5824.8,11842.3,0.0,34084.9,13769.1,20479.5,0.357,1,0.000,0.005,0.000,0.000,0.000
71,128,155.249,168.121,91.055,158146560,68.67,54.012,10.182,0,735.383,1.000,0,0.00,3000.0,17667.1,5824.8,11842.3,0.0,34173.2,13857.5,20479.5,0.359,1,0.000,0.005,0.000,0.000,0.000
72,128,133.741,110.508,90.684,106905600,68.82,35.516,7.541,0,685.455,1.000,0,0.00,3000.0,17667.2,5824.9,11842.3,0.0,34250.4,13934.6,20479.5,0.365,1,0.000,0.006,0.000,0.000,0.000
73,128,138.608,110.144,93.826,104693760,68.98,37.387,7.394,0,701.622,1.000,0,0.00,3000.0,17666.7,5824.4,11842.3,0.0,34256.9,13941.2,20479.5,0.360,1,0.000,0.005,0.000,0.000,0.000
74,128,139.368,106.323,95.657,103022592,69.14,37.209,6.502,0,704.841,1.000,0,0.00,3000.0,17667.3,5825.0,11842.3,0.0,34258.7,13942.9,20479.5,0.365,1,0.000,0.008,0.000,0.000,0.000
75,128,124.500,83.262,91.098,78667776,69.35,28.673,4.729,0,644.244,1.000,0,0.00,3000.0,17667.4,5825.2,11842.3,0.0,34235.1,13919.3,20479.5,0.365,1,0.000,0.005,0.000,0.000,0.000
76,128,137.352,111.592,94.003,102641664,69.50,36.461,6.888,0,690.573,1.000,0,0.00,3000.0,17666.7,5824.4,11842.3,0.0,34222.8,13907.0,20479.5,0.361,1,0.000,0.006,0.000,0.000,0.000
77,128,130.147,95.812,92.754,87416832,69.68,32.097,5.296,0,661.943,1.000,0,0.00,3000.0,17666.7,5824.4,11842.3,0.0,34222.2,13906.4,20479.5,0.383,1,0.000,0.006,0.000,0.000,0.000
78,128,236.265,395.170,86.278,393289728,69.24,128.156,21.831,0,981.239,1.000,0,0.00,3000.0,17668.1,5825.8,11842.3,0.0,34185.9,13870.1,20479.5,0.357,1,0.000,0.005,0.000,0.000,0.000
79,128,208.860,330.873,88.771,286543872,69.03,102.393,17.697,0,882.473,1.000,0,0.00,3000.0,17668.0,5825.8,11842.3,0.0,34238.2,13922.4,20479.5,0.357,1,0.000,0.006,0.000,0.000,0.000
80,128,166.024,203.405,90.447,174182400,69.04,64.407,11.170,0,758.205,1.000,0,0.00,3000.0,17666.5,5824.2,11842.3,0.0,34266.1,13950.3,20479.5,0.360,1,0.000,0.006,0.000,0.000,0.000
81,128,161.727,186.037,90.843,159387648,69.07,61.101,9.782,0,747.168,1.000,0,0.00,3000.0,17667.3,5825.1,11842.3,0.0,34207.0,13891.1,20479.5,0.364,1,0.000,0.005,0.000,0.000,0.000
82,128,147.898,145.979,91.630,132341760,69.16,47.709,8.559,0,717.040,1.000,0,0.00,3000.0,17666.7,5824.5,11842.3,0.0,34250.2,13934.4,20479.5,0.373,1,0.000,0.005,0.000,0.000,0.000
83,128,184.275,258.778,88.729,227475456,69.07,80.000,15.546,0,824.248,1.000,0,0.00,3000.0,17666.9,5824.6,11842.3,0.0,34362.2,14046.3,20479.5,0.376,1,0.000,0.006,0.000,0.000,0.000
84,128,141.753,129.297,91.069,111390720,69.20,43.824,6.861,0,680.443,1.000,0,0.00,3000.0,17667.4,5825.1,11842.3,0.0,34369.5,14053.7,20479.5,0.352,1,0.000,0.006,0.000,0.000,0.000
85,128,151.292,164.314,90.438,140439552,69.27,52.088,8.766,0,713.047,1.000,0,0.00,3000.0,17667.0,5824.7,11842.3,0.0,34344.8,14028.9,20479.5,0.379,1,0.000,0.006,0.000,0.000,0.000
86,128,169.046,205.824,90.533,180338688,69.26,67.249,11.264,0,769.273,1.000,0,0.00,3000.0,17665.9,5824.3,11841.5,0.0,34249.8,13934.7,20479.5,0.367,1,0.000,0.006,0.000,0.000,0.000
87,128,137.894,116.938,92.176,102100992,69.40,39.630,6.088,0,679.863,1.000,0,0.00,3000.0,17666.4,5824.8,11841.5,0.0,34211.4,13896.3,20479.5,0.384,1,0.000,0.006,0.000,0.000,0.000
88,128,170.263,217.382,90.092,187195392,69.38,68.623,11.548,0,766.047,1.000,0,0.00,3000.0,17666.6,5825.1,11841.5,0.0,34216.7,13901.6,20479.5,0.374,1,0.000,0.006,0.000,0.000,0.000
89,128,140.035,122.958,91.991,102641664,69.51,40.426,7.617,0,686.110,1.000,0,0.00,3000.0,17667.2,5825.6,11841.5,0.0,34306.4,13991.3,20479.5,0.359,1,0.000,0.005,0.000,0.000,0.000
90,128,154.531,164.153,91.240,141139968,69.57,53.801,9.489,0,721.087,1.000,0,0.00,3000.0,17665.9,5824.3,11841.5,0.0,34376.7,14061.6,20479.5,0.365,1,0.000,0.006,0.000,0.000,0.000
91,128,184.552,252.891,89.514,223481856,69.49,80.512,14.526,0,812.713,1.000,0,0.00,3000.0,17665.9,5824.4,11841.5,0.0,34423.4,14108.3,20479.5,0.372,1,0.000,0.006,0.000,0.000,0.000
92,128,158.987,174.425,90.792,158367744,69.53,58.530,9.665,0,740.478,1.000,0,0.00,3000.0,17667.2,5825.7,11841.5,0.0,34353.5,14038.4,20479.5,0.364,1,0.000,0.006,0.000,0.000,0.000
93,128,176.961,216.479,94.055,193781760,69.50,70.487,12.418,0,814.961,1.000,0,0.00,3000.0,17667.1,5825.6,11841.5,0.0,34295.7,13980.6,20479.5,0.362,1,0.000,0.006,0.000,0.000,0.000
94,128,163.704,180.405,94.654,156094464,69.53,58.462,10.588,0,772.125,1.000,0,0.00,3000.0,17666.4,5824.9,11841.5,0.0,34400.7,14085.6,20479.5,0.363,1,0.000,0.006,0.000,0.000,0.000
95,128,167.312,211.891,89.469,180879360,69.52,66.970,10.873,0,757.169,1.000,0,0.00,3000.0,17666.6,5825.1,11841.5,0.0,34395.2,14080.1,20479.5,0.367,1,0.000,0.006,0.000,0.000,0.000
96,128,179.495,241.017,91.842,209387520,69.47,74.750,12.903,0,806.698,1.000,0,0.00,3000.0,17666.2,5824.7,11841.5,0.0,34422.9,14107.8,20479.5,0.361,1,0.000,0.005,0.000,0.000,0.000
97,128,160.525,166.992,93.972,151830528,69.51,56.964,9.590,0,762.946,1.000,0,0.00,3000.0,17666.6,5825.1,11841.5,0.0,34442.9,14127.8,20479.5,0.374,1,0.000,0.006,0.000,0.000,0.000
98,128,118.900,67.242,91.331,57286656,69.70,23.695,3.874,0,623.361,1.000,0,0.00,3000.0,17667.0,5825.5,11841.5,0.0,34470.4,14155.3,20479.5,0.362,1,0.000,0.006,0.000,0.000,0.000
99,128,120.940,74.607,90.615,62902272,69.88,25.299,5.027,0,626.420,1.000,0,0.00,3000.0,17667.2,5825.7,11841.5,0.0,34491.4,14176.3,20479.5,0.361,1,0.000,0.006,0.000,0.000,0.000
100,128,147.291,158.266,88.868,131850240,69.94,49.558,8.865,0,700.079,1.000,0,0.00,3000.0,17667.1,5825.5,11841.5,0.0,34568.8,14253.7,20479.5,0.357,1,0.000,0.006,0.000,0.000,0.000
101,128,130.718,91.170,93.905,74403840,70.10,31.831,4.983,0,658.911,1.000,0,0.00,3000.0,17666.8,5825.3,11841.5,0.0,34573.6,14258.5,20479.5,0.363,1,0.000,0.006,0.000,0.000,0.000
102,128,135.626,115.141,88.939,97996800,70.21,40.541,6.146,0,665.958,1.000,0,0.00,3000.0,17666.7,5825.2,11841.5,0.0,34500.5,14185.4,20479.5,0.356,1,0.000,0.005,0.000,0.000,0.000
103,128,142.215,122.345,93.048,100859904,70.32,42.976,6.191,0,686.470,1.000,0,0.00,3000.0,17666.0,5824.5,11841.5,0.0,34413.7,14098.6,20479.5,0.361,1,0.000,0.005,0.000,0.000,0.000
104,128,189.426,265.033,89.185,243351552,70.21,86.416,13.826,0,831.139,1.000,0,0.00,3000.0,17667.1,5825.6,11841.5,0.0,34288.7,13973.6,20479.5,0.361,1,0.000,0.005,0.000,0.000,0.000
105,128,262.136,450.405,89.785,440696832,69.81,144.729,27.622,0,1093.340,1.000,0,0.00,3000.0,17666.4,5824.9,11841.5,0.0,34204.7,13889.6,20479.5,0.373,1,0.000,0.007,0.000,0.000,0.000
106,128,194.951,278.340,90.874,271048704,69.66,88.414,15.662,0,871.516,1.000,0,0.00,3000.0,17665.7,5824.2,11841.5,0.0,34146.1,13831.0,20479.5,0.377,1,0.000,0.007,0.000,0.000,0.000
107,128,206.137,270.817,103.053,244592640,69.56,88.480,14.604,0,945.595,1.000,0,0.00,3000.0,17665.9,5824.3,11841.5,0.0,34161.2,13846.1,20479.5,0.441,1,0.000,0.006,0.000,0.000,0.000
108,128,157.042,180.636,88.502,172130304,69.56,58.333,10.207,0,738.259,1.000,0,0.00,3000.0,17666.5,5825.0,11841.5,0.0,34137.6,13822.5,20479.5,0.359,1,0.000,0.006,0.000,0.000,0.000
109,128,206.300,312.532,90.302,300908544,69.38,98.052,17.945,0,911.431,1.000,0,0.00,3000.0,17666.0,5824.5,11841.5,0.0,34138.6,13823.4,20479.5,0.365,1,0.000,0.006,0.000,0.000,0.000
110,128,145.886,134.547,93.009,123052032,69.46,45.570,7.307,0,710.453,1.000,0,0.00,3000.0,17666.5,5825.0,11841.5,0.0,34138.6,13823.4,20479.5,0.363,1,0.000,0.005,0.000,0.000,0.000
111,128,163.161,191.904,90.665,168947712,69.47,61.800,10.696,0,749.730,1.000,0,0.00,3000.0,17665.7,5824.2,11841.5,0.0,34123.6,13808.4,20479.5,0.369,1,0.000,0.006,0.000,0.000,0.000
112,128,160.832,186.129,91.547,163491840,69.49,58.859,10.426,0,750.498,1.000,0,0.00,3000.0,17665.7,5824.2,11841.5,0.0,34125.1,13809.9,20479.5,0.383,1,0.000,0.005,0.000,0.000,0.000
113,128,185.149,246.743,91.213,224022528,69.42,78.624,15.312,0,836.276,1.000,0,0.00,3000.0,17666.0,5824.5,11841.5,0.0,34198.6,13883.5,20479.5,0.370,1,0.000,0.005,0.000,0.000,0.000
